# phi  Veff_T1e-03  Veff_T1e-02  Veff_T1e-01
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
7.0000000000e-06 1.7163002684e-18 1.8091391585e-16 1.8930047959e-14
7.0100000000e-06 1.7212019326e-18 1.8143112707e-16 1.8984190305e-14
7.0200000000e-06 1.7261105701e-18 1.8194907449e-16 1.9038386861e-14
7.0300000000e-06 1.7310261810e-18 1.8246776305e-16 1.9092678285e-14
7.0400000000e-06 1.7359487653e-18 1.8298718615e-16 1.9147023919e-14
7.0500000000e-06 1.7408783229e-18 1.8350734876e-16 1.9201464420e-14
7.0600000000e-06 1.7458148540e-18 1.8402824920e-16 1.9255972684e-14
7.0700000000e-06 1.7507583576e-18 1.8454988915e-16 1.9310548711e-14
7.0800000000e-06 1.7557088351e-18 1.8507226694e-16 1.9365219606e-14
7.0900000000e-06 1.7606662850e-18 1.8559538258e-16 1.9419971816e-14
7.1000000000e-06 1.7656307082e-18 1.8611923771e-16 1.9474791788e-14
7.1100000000e-06 1.7706021039e-18 1.8664382904e-16 1.9529679523e-14
7.1200000000e-06 1.7755804728e-18 1.8716915656e-16 1.9584662126e-14
7.1300000000e-06 1.7805658140e-18 1.8769522523e-16 1.9639712491e-14
7.1400000000e-06 1.7855581283e-18 1.8822203340e-16 1.9694830619e-14
7.1500000000e-06 1.7905574149e-18 1.8874957611e-16 1.9750043614e-14
7.1600000000e-06 1.7955636743e-18 1.8927785832e-16 1.9805324373e-14
7.1700000000e-06 1.8005769062e-18 1.8980687837e-16 1.9860672894e-14
7.1800000000e-06 1.8055971102e-18 1.9033663957e-16 1.9916129835e-14
7.1900000000e-06 1.8106242866e-18 1.9086713366e-16 1.9971640986e-14
7.2000000000e-06 1.8156584353e-18 1.9139836725e-16 2.0027233452e-14
7.2100000000e-06 1.8206995565e-18 1.9193034034e-16 2.0082893681e-14
7.2200000000e-06 1.8257476495e-18 1.9246305127e-16 2.0138635226e-14
7.2300000000e-06 1.8308027147e-18 1.9299650005e-16 2.0194444532e-14
7.2400000000e-06 1.8358647514e-18 1.9353068667e-16 2.0250362259e-14
7.2500000000e-06 1.8409337607e-18 1.9406561279e-16 2.0306320644e-14
7.2600000000e-06 1.8460097414e-18 1.9460127676e-16 2.0362401001e-14
7.2700000000e-06 1.8510926943e-18 1.9513767691e-16 2.0418535569e-14
7.2800000000e-06 1.8561826186e-18 1.9567481492e-16 2.0474724347e-14
7.2900000000e-06 1.8612795145e-18 1.9621269407e-16 2.0531021544e-14
7.3000000000e-06 1.8663833824e-18 1.9675130776e-16 2.0587372952e-14
7.3100000000e-06 1.8714942212e-18 1.9729066261e-16 2.0643832780e-14
7.3200000000e-06 1.8766120317e-18 1.9783075365e-16 2.0700360371e-14
7.3300000000e-06 1.8817368136e-18 1.9837158584e-16 2.0756928619e-14
7.3400000000e-06 1.8868685668e-18 1.9891315091e-16 2.0813632393e-14
7.3500000000e-06 1.8920072915e-18 1.9945545714e-16 2.0870376824e-14
7.3600000000e-06 1.8971529872e-18 1.9999850121e-16 2.0927202571e-14
7.3700000000e-06 1.9023056536e-18 2.0054228313e-16 2.0984109632e-14
7.3800000000e-06 1.9074652914e-18 2.0108680289e-16 2.1041084456e-14
7.3900000000e-06 1.9126319003e-18 2.0163206215e-16 2.1098154148e-14
7.4000000000e-06 1.9178054796e-18 2.0217805595e-16 2.1155305155e-14
7.4100000000e-06 1.9229860300e-18 2.0272479090e-16 2.1212496820e-14
7.4200000000e-06 1.9281735510e-18 2.0327226536e-16 2.1269796905e-14
7.4300000000e-06 1.9333680431e-18 2.0382047434e-16 2.1327178305e-14
7.4400000000e-06 1.9385695055e-18 2.0436942449e-16 2.1384613915e-14
7.4500000000e-06 1.9437779383e-18 2.0491910916e-16 2.1442130840e-14
7.4600000000e-06 1.9489933419e-18 2.0546953500e-16 2.1499742633e-14
7.4700000000e-06 1.9542157156e-18 2.0602069702e-16 2.1557408636e-14
7.4800000000e-06 1.9594450598e-18 2.0657260019e-16 2.1615183059e-14
7.4900000000e-06 1.9646813742e-18 2.0712523791e-16 2.1673011693e-14
7.5000000000e-06 1.9699246590e-18 2.0767861677e-16 2.1730894536e-14
7.5100000000e-06 1.9751749139e-18 2.0823273183e-16 2.1788899352e-14
7.5200000000e-06 1.9804321386e-18 2.0878758308e-16 2.1846971931e-14
7.5300000000e-06 1.9856963334e-18 2.0934317383e-16 2.1905098720e-14
7.5400000000e-06 1.9909674985e-18 2.0989950407e-16 2.1963333929e-14
7.5500000000e-06 1.9962456329e-18 2.1045657217e-16 2.2021623349e-14
7.5600000000e-06 2.0015307375e-18 2.1101437645e-16 2.2080007636e-14
7.5700000000e-06 2.0068228114e-18 2.1157292189e-16 2.2138446133e-14
7.5800000000e-06 2.0121218552e-18 2.1213220351e-16 2.2196965945e-14
7.5900000000e-06 2.0174278687e-18 2.1269222299e-16 2.2255567072e-14
7.6000000000e-06 2.0227408514e-18 2.1325297865e-16 2.2314249515e-14
7.6100000000e-06 2.0280608037e-18 2.1381447547e-16 2.2373026825e-14
7.6200000000e-06 2.0333877257e-18 2.1437671013e-16 2.2431871898e-14
7.6300000000e-06 2.0387216167e-18 2.1493968098e-16 2.2490757629e-14
7.6400000000e-06 2.0440624767e-18 2.1550339299e-16 2.2549751779e-14
7.6500000000e-06 2.0494103062e-18 2.1606784119e-16 2.2608840798e-14
7.6600000000e-06 2.0547651048e-18 2.1663302723e-16 2.2667970474e-14
7.6700000000e-06 2.0601268725e-18 2.1719895112e-16 2.2727195017e-14
7.6800000000e-06 2.0654956089e-18 2.1776561451e-16 2.2786487324e-14
7.6900000000e-06 2.0708713142e-18 2.1833301574e-16 2.2845888050e-14
7.7000000000e-06 2.0762539886e-18 2.1890115316e-16 2.2905329434e-14
7.7100000000e-06 2.0816436315e-18 2.1947003008e-16 2.2964852134e-14
7.7200000000e-06 2.0870402433e-18 2.2003964320e-16 2.3024456148e-14
7.7300000000e-06 2.0924438234e-18 2.2060999581e-16 2.3084155030e-14
7.7400000000e-06 2.0978543725e-18 2.2118108627e-16 2.3143921675e-14
7.7500000000e-06 2.1032718897e-18 2.2175291623e-16 2.3203769635e-14
7.7600000000e-06 2.1086963756e-18 2.2232548072e-16 2.3263698910e-14
7.7700000000e-06 2.1141278295e-18 2.2289878802e-16 2.3323668843e-14
7.7800000000e-06 2.1195662518e-18 2.2347282821e-16 2.3383774301e-14
7.7900000000e-06 2.1250116423e-18 2.2404761285e-16 2.3443906864e-14
7.8000000000e-06 2.1304640013e-18 2.2462312873e-16 2.3504134294e-14
7.8100000000e-06 2.1359233279e-18 2.2519938741e-16 2.3564429488e-14
7.8200000000e-06 2.1413896226e-18 2.2577638228e-16 2.3624819549e-14
7.8300000000e-06 2.1468628854e-18 2.2635411665e-16 2.3685277372e-14
7.8400000000e-06 2.1523431159e-18 2.2693258722e-16 2.3745816511e-14
7.8500000000e-06 2.1578303145e-18 2.2751179397e-16 2.3806423412e-14
7.8600000000e-06 2.1633244804e-18 2.2809174353e-16 2.3867125182e-14
7.8700000000e-06 2.1688256144e-18 2.2867242929e-16 2.3927894713e-14
7.8800000000e-06 2.1743337156e-18 2.2925385123e-16 2.3988732008e-14
7.8900000000e-06 2.1798487844e-18 2.2983601433e-16 2.4049650617e-14
7.9000000000e-06 2.1853708206e-18 2.3041891362e-16 2.4110664095e-14
7.9100000000e-06 2.1908998245e-18 2.3100255241e-16 2.4171731782e-14
7.9200000000e-06 2.1964357955e-18 2.3158692573e-16 2.4232880784e-14
7.9300000000e-06 2.2019787338e-18 2.3217204021e-16 2.4294124655e-14
7.9400000000e-06 2.2075286391e-18 2.3275789088e-16 2.4355422735e-14
7.9500000000e-06 2.2130855117e-18 2.3334447939e-16 2.4416815683e-14
7.9600000000e-06 2.2186493510e-18 2.3393180906e-16 2.4478289946e-14
7.9700000000e-06 2.2242201576e-18 2.3451987492e-16 2.4539818420e-14
7.9800000000e-06 2.2297979312e-18 2.3510868028e-16 2.4601455313e-14
7.9900000000e-06 2.2353826712e-18 2.3569822017e-16 2.4663132864e-14
8.0000000000e-06 2.2409743782e-18 2.3628849956e-16 2.4724918835e-14
8.0100000000e-06 2.2465730520e-18 2.3687952011e-16 2.4786759017e-14
8.0200000000e-06 2.2521786924e-18 2.3747127519e-16 2.4848680513e-14
8.0300000000e-06 2.2577912991e-18 2.3806376978e-16 2.4910696878e-14
8.0400000000e-06 2.2634108726e-18 2.3865700055e-16 2.4972753900e-14
8.0500000000e-06 2.2690374124e-18 2.3925097083e-16 2.5034919342e-14
8.0600000000e-06 2.2746709185e-18 2.3984567895e-16 2.5097166099e-14
8.0700000000e-06 2.2803113906e-18 2.4044112656e-16 2.5159494171e-14
8.0800000000e-06 2.2859588293e-18 2.4103731037e-16 2.5221876454e-14
8.0900000000e-06 2.2916132343e-18 2.4163423368e-16 2.5284340051e-14
8.1000000000e-06 2.2972746048e-18 2.4223189153e-16 2.5346884964e-14
8.1100000000e-06 2.3029429417e-18 2.4283029052e-16 2.5409511192e-14
8.1200000000e-06 2.3086182445e-18 2.4342942902e-16 2.5472205183e-14
8.1300000000e-06 2.3143005130e-18 2.4402930371e-16 2.5534980489e-14
8.1400000000e-06 2.3199897474e-18 2.4462991459e-16 2.5597850662e-14
8.1500000000e-06 2.3256859479e-18 2.4523126332e-16 2.5660775046e-14
8.1600000000e-06 2.3313891135e-18 2.4583335154e-16 2.5723780744e-14
8.1700000000e-06 2.3370992453e-18 2.4643617926e-16 2.5786881311e-14
8.1800000000e-06 2.3428163418e-18 2.4703974483e-16 2.5850036087e-14
8.1900000000e-06 2.3485404042e-18 2.4764404825e-16 2.5913272179e-14
8.2000000000e-06 2.3542714322e-18 2.4824908620e-16 2.5976603138e-14
8.2100000000e-06 2.3600094250e-18 2.4885486696e-16 2.6040001861e-14
8.2200000000e-06 2.3657543833e-18 2.4946138225e-16 2.6103468345e-14
8.2300000000e-06 2.3715063069e-18 2.5006863870e-16 2.6167002593e-14
8.2400000000e-06 2.3772651953e-18 2.5067663134e-16 2.6230631708e-14
8.2500000000e-06 2.3830310491e-18 2.5128536017e-16 2.6294342138e-14
8.2600000000e-06 2.3888038674e-18 2.5189482850e-16 2.6358106778e-14
8.2700000000e-06 2.3945836512e-18 2.5250503798e-16 2.6422006943e-14
8.2800000000e-06 2.4003703994e-18 2.5311598200e-16 2.6485920662e-14
8.2900000000e-06 2.4061641127e-18 2.5372766387e-16 2.6549942800e-14
8.3000000000e-06 2.4119647905e-18 2.5434008358e-16 2.6614032701e-14
8.3100000000e-06 2.4177724328e-18 2.5495324444e-16 2.6678190364e-14
8.3200000000e-06 2.4235870396e-18 2.5556714150e-16 2.6742442896e-14
8.3300000000e-06 2.4294086111e-18 2.5618177640e-16 2.6806776742e-14
8.3400000000e-06 2.4352371471e-18 2.5679714914e-16 2.6871164798e-14
8.3500000000e-06 2.4410726470e-18 2.5741325973e-16 2.6935620618e-14
8.3600000000e-06 2.4469151117e-18 2.5803010982e-16 2.7000198410e-14
8.3700000000e-06 2.4527645404e-18 2.5864769776e-16 2.7064830412e-14
8.3800000000e-06 2.4586209331e-18 2.5926602188e-16 2.7129530176e-14
8.3900000000e-06 2.4644842902e-18 2.5988508385e-16 2.7194311256e-14
8.4000000000e-06 2.4703546110e-18 2.6050488698e-16 2.7259187203e-14
8.4100000000e-06 2.4762318959e-18 2.6112542464e-16 2.7324130914e-14
8.4200000000e-06 2.4821161446e-18 2.6174670180e-16 2.7389142386e-14
8.4300000000e-06 2.4880073574e-18 2.6236871515e-16 2.7454235174e-14
8.4400000000e-06 2.4939055334e-18 2.6299146965e-16 2.7519409277e-14
8.4500000000e-06 2.4998106734e-18 2.6361496200e-16 2.7584664696e-14
8.4600000000e-06 2.5057227770e-18 2.6423919054e-16 2.7649974324e-14
8.4700000000e-06 2.5116418440e-18 2.6486415693e-16 2.7715392373e-14
8.4800000000e-06 2.5175678743e-18 2.6548985950e-16 2.7780878184e-14
8.4900000000e-06 2.5235008685e-18 2.6611630323e-16 2.7846431758e-14
8.5000000000e-06 2.5294408254e-18 2.6674348646e-16 2.7912066647e-14
8.5100000000e-06 2.5353877459e-18 2.6737140588e-16 2.7977782851e-14
8.5200000000e-06 2.5413416294e-18 2.6800006150e-16 2.8043553265e-14
8.5300000000e-06 2.5473024762e-18 2.6862945826e-16 2.8109432100e-14
8.5400000000e-06 2.5532702859e-18 2.6925959122e-16 2.8175378697e-14
8.5500000000e-06 2.5592450585e-18 2.6989046202e-16 2.8241406609e-14
8.5600000000e-06 2.5652267941e-18 2.7052207066e-16 2.8307502284e-14
8.5700000000e-06 2.5712154927e-18 2.7115441715e-16 2.8373692827e-14
8.5800000000e-06 2.5772111538e-18 2.7178750480e-16 2.8439937579e-14
8.5900000000e-06 2.5832137779e-18 2.7242132533e-16 2.8506263647e-14
8.6000000000e-06 2.5892233642e-18 2.7305588701e-16 2.8572684583e-14
8.6100000000e-06 2.5952399135e-18 2.7369118653e-16 2.8639159729e-14
8.6200000000e-06 2.6012634250e-18 2.7432722390e-16 2.8705729742e-14
8.6300000000e-06 2.6072938988e-18 2.7496399912e-16 2.8772353966e-14
8.6400000000e-06 2.6133313352e-18 2.7560151218e-16 2.8839073057e-14
8.6500000000e-06 2.6193757338e-18 2.7623976309e-16 2.8905873463e-14
8.6600000000e-06 2.6254270949e-18 2.7687875184e-16 2.8972741632e-14
8.6700000000e-06 2.6314854176e-18 2.7751848174e-16 2.9039691116e-14
8.6800000000e-06 2.6375507027e-18 2.7815894619e-16 2.9106735468e-14
8.6900000000e-06 2.6436229497e-18 2.7880014682e-16 2.9173834030e-14
8.7000000000e-06 2.6497021586e-18 2.7944209026e-16 2.9241013907e-14
8.7100000000e-06 2.6557883295e-18 2.8008476989e-16 2.9308275099e-14
8.7200000000e-06 2.6618814623e-18 2.8072818571e-16 2.9375617607e-14
8.7300000000e-06 2.6679815564e-18 2.8137233938e-16 2.9443014324e-14
8.7400000000e-06 2.6740886127e-18 2.8201723420e-16 2.9510505910e-14
8.7500000000e-06 2.6802026303e-18 2.8266286521e-16 2.9578078810e-14
8.7600000000e-06 2.6863236092e-18 2.8330923572e-16 2.9645705921e-14
8.7700000000e-06 2.6924515497e-18 2.8395634077e-16 2.9713441451e-14
8.7800000000e-06 2.6985864519e-18 2.8460418697e-16 2.9781258297e-14
8.7900000000e-06 2.7047283152e-18 2.8525276771e-16 2.9849129353e-14
8.8000000000e-06 2.7108771394e-18 2.8590208960e-16 2.9917081724e-14
8.8100000000e-06 2.7170329253e-18 2.8655214768e-16 2.9985101858e-14
8.8200000000e-06 2.7231956723e-18 2.8720294526e-16 3.0053216860e-14
8.8300000000e-06 2.7293653798e-18 2.8785448069e-16 3.0121399624e-14
8.8400000000e-06 2.7355420487e-18 2.8850675562e-16 3.0189663703e-14
8.8500000000e-06 2.7417256786e-18 2.8915976508e-16 3.0257995545e-14
8.8600000000e-06 2.7479162690e-18 2.8981351239e-16 3.0326422254e-14
8.8700000000e-06 2.7541138202e-18 2.9046799920e-16 3.0394903174e-14
8.8800000000e-06 2.7603183321e-18 2.9112322550e-16 3.0463492514e-14
8.8900000000e-06 2.7665298048e-18 2.9177918800e-16 3.0532149617e-14
8.9000000000e-06 2.7727482379e-18 2.9243589000e-16 3.0600847377e-14
8.9100000000e-06 2.7789736315e-18 2.9309332984e-16 3.0669667110e-14
8.9200000000e-06 2.7852059856e-18 2.9375150753e-16 3.0738554605e-14
8.9300000000e-06 2.7914453003e-18 2.9441041810e-16 3.0807509863e-14
8.9400000000e-06 2.7976915748e-18 2.9507007313e-16 3.0876532884e-14
8.9500000000e-06 2.8039448096e-18 2.9573046270e-16 3.0945650773e-14
8.9600000000e-06 2.8102050046e-18 2.9639159507e-16 3.1014836424e-14
8.9700000000e-06 2.8164721599e-18 2.9705346033e-16 3.1084103390e-14
8.9800000000e-06 2.8227462745e-18 2.9771606343e-16 3.1153465224e-14
8.9900000000e-06 2.8290273500e-18 2.9837940604e-16 3.1222881268e-14
9.0000000000e-06 2.8353153845e-18 2.9904348814e-16 3.1292365075e-14
9.0100000000e-06 2.8416103794e-18 2.9970830478e-16 3.1361957302e-14
9.0200000000e-06 2.8479123337e-18 3.0037386423e-16 3.1431617292e-14
9.0300000000e-06 2.8542212479e-18 3.0104015490e-16 3.1501331491e-14
9.0400000000e-06 2.8605371214e-18 3.0170719004e-16 3.1571140559e-14
9.0500000000e-06 2.8668599547e-18 3.0237495971e-16 3.1641030941e-14
9.0600000000e-06 2.8731897472e-18 3.0304346888e-16 3.1711002639e-14
9.0700000000e-06 2.8795264994e-18 3.0371271590e-16 3.1781028547e-14
9.0800000000e-06 2.8858702105e-18 3.0438269746e-16 3.1851162875e-14
9.0900000000e-06 2.8922208812e-18 3.0505342182e-16 3.1921324308e-14
9.1000000000e-06 2.8985785108e-18 3.0572488237e-16 3.1991607714e-14
9.1100000000e-06 2.9049430995e-18 3.0639708243e-16 3.2061958882e-14
9.1200000000e-06 2.9113146474e-18 3.0707001371e-16 3.2132404918e-14
9.1300000000e-06 2.9176931545e-18 3.0774368945e-16 3.2202905165e-14
9.1400000000e-06 2.9240786200e-18 3.0841810304e-16 3.2273473173e-14
9.1500000000e-06 2.9304710445e-18 3.0909325282e-16 3.2344149603e-14
9.1600000000e-06 2.9368704276e-18 3.0976914210e-16 3.2414866689e-14
9.1700000000e-06 2.9432767698e-18 3.1044576757e-16 3.2485678644e-14
9.1800000000e-06 2.9496900703e-18 3.1112313088e-16 3.2556558361e-14
9.1900000000e-06 2.9561103296e-18 3.1180123369e-16 3.2627532945e-14
9.2000000000e-06 2.9625375471e-18 3.1248007270e-16 3.2698575293e-14
9.2100000000e-06 2.9689717229e-18 3.1315965286e-16 3.2769698955e-14
9.2200000000e-06 2.9754128573e-18 3.1383996590e-16 3.2840890380e-14
9.2300000000e-06 2.9818609501e-18 3.1452102009e-16 3.2912176673e-14
9.2400000000e-06 2.9883160009e-18 3.1520281213e-16 3.2983544281e-14
9.2500000000e-06 2.9947780099e-18 3.1588534202e-16 3.3054952547e-14
9.2600000000e-06 3.0012469769e-18 3.1656861140e-16 3.3126469233e-14
9.2700000000e-06 3.0077229018e-18 3.1725261697e-16 3.3198040129e-14
9.2800000000e-06 3.0142057851e-18 3.1793735874e-16 3.3269719445e-14
9.2900000000e-06 3.0206956257e-18 3.1862284000e-16 3.3341466523e-14
9.3000000000e-06 3.0271924244e-18 3.1930905911e-16 3.3413281365e-14
9.3100000000e-06 3.0336961806e-18 3.1999601772e-16 3.3485177521e-14
9.3200000000e-06 3.0402068948e-18 3.2068371418e-16 3.3557141441e-14
9.3300000000e-06 3.0467245661e-18 3.2137214682e-16 3.3629186675e-14
9.3400000000e-06 3.0532491953e-18 3.2206131897e-16 3.3701313224e-14
9.3500000000e-06 3.0597807820e-18 3.2275122565e-16 3.3773521089e-14
9.3600000000e-06 3.0663193257e-18 3.2344187348e-16 3.3845796716e-14
9.3700000000e-06 3.0728648269e-18 3.2413325916e-16 3.3918167212e-14
9.3800000000e-06 3.0794172854e-18 3.2482538269e-16 3.3990605469e-14
9.3900000000e-06 3.0859767008e-18 3.2551824241e-16 3.4063111489e-14
9.4000000000e-06 3.0925430738e-18 3.2621184162e-16 3.4135685272e-14
9.4100000000e-06 3.0991164033e-18 3.2690618034e-16 3.4208367476e-14
9.4200000000e-06 3.1056966901e-18 3.2760125359e-16 3.4281090336e-14
9.4300000000e-06 3.1122839336e-18 3.2829706799e-16 3.4353935170e-14
9.4400000000e-06 3.1188781340e-18 3.2899361859e-16 3.4426820661e-14
9.4500000000e-06 3.1254792910e-18 3.2969090703e-16 3.4499801019e-14
9.4600000000e-06 3.1320874048e-18 3.3038893166e-16 3.4572849141e-14
9.4700000000e-06 3.1387024752e-18 3.3108769745e-16 3.4645992130e-14
9.4800000000e-06 3.1453245025e-18 3.3178720108e-16 3.4719189329e-14
9.4900000000e-06 3.1519534858e-18 3.3248743924e-16 3.4792467843e-14
9.5000000000e-06 3.1585894257e-18 3.3318841857e-16 3.4865841225e-14
9.5100000000e-06 3.1652323218e-18 3.3389013739e-16 3.4939268818e-14
9.5200000000e-06 3.1718821743e-18 3.3459258909e-16 3.5012791277e-14
9.5300000000e-06 3.1785389828e-18 3.3529578194e-16 3.5086395052e-14
9.5400000000e-06 3.1852027476e-18 3.3599971265e-16 3.5160039485e-14
9.5500000000e-06 3.1918734685e-18 3.3670437954e-16 3.5233805890e-14
9.5600000000e-06 3.1985511453e-18 3.3740978593e-16 3.5307653611e-14
9.5700000000e-06 3.2052357778e-18 3.3811593017e-16 3.5381528436e-14
9.5800000000e-06 3.2119273667e-18 3.3882281225e-16 3.5455525235e-14
9.5900000000e-06 3.2186259110e-18 3.3953043217e-16 3.5529576243e-14
9.6000000000e-06 3.2253314109e-18 3.4023878995e-16 3.5603708566e-14
9.6100000000e-06 3.2320438666e-18 3.4094788722e-16 3.5677922205e-14
9.6200000000e-06 3.2387632779e-18 3.4165772068e-16 3.5752203606e-14
9.6300000000e-06 3.2454896447e-18 3.4236829364e-16 3.5826579876e-14
9.6400000000e-06 3.2522229672e-18 3.4307960279e-16 3.5901023907e-14
9.6500000000e-06 3.2589632448e-18 3.4379164648e-16 3.5975549254e-14
9.6600000000e-06 3.2657104777e-18 3.4450443298e-16 3.6050142363e-14
9.6700000000e-06 3.2724646656e-18 3.4521795567e-16 3.6124830341e-14
9.6800000000e-06 3.2792258089e-18 3.4593221620e-16 3.6199572528e-14
9.6900000000e-06 3.2859939073e-18 3.4664721789e-16 3.6274396030e-14
9.7000000000e-06 3.2927689608e-18 3.4736295576e-16 3.6349314400e-14
9.7100000000e-06 3.2995509688e-18 3.4807942983e-16 3.6424286981e-14
9.7200000000e-06 3.3063399324e-18 3.4879664174e-16 3.6499354429e-14
9.7300000000e-06 3.3131358504e-18 3.4951459481e-16 3.6574489639e-14
9.7400000000e-06 3.3199387231e-18 3.5023328076e-16 3.6649706165e-14
9.7500000000e-06 3.3267485505e-18 3.5095270952e-16 3.6725004006e-14
9.7600000000e-06 3.3335653328e-18 3.5167287447e-16 3.6800356057e-14
9.7700000000e-06 3.3403890692e-18 3.5239377395e-16 3.6875830080e-14
9.7800000000e-06 3.3472197602e-18 3.5311541624e-16 3.6951358314e-14
9.7900000000e-06 3.3540574056e-18 3.5383779638e-16 3.7026967863e-14
9.8000000000e-06 3.3609020053e-18 3.5456090940e-16 3.7102618070e-14
9.8100000000e-06 3.3677535595e-18 3.5528476688e-16 3.7178376697e-14
9.8200000000e-06 3.3746120678e-18 3.5600935725e-16 3.7254230191e-14
9.8300000000e-06 3.3814775299e-18 3.5673468546e-16 3.7330137896e-14
9.8400000000e-06 3.3883499466e-18 3.5746075482e-16 3.7406126916e-14
9.8500000000e-06 3.3952293167e-18 3.5818756037e-16 3.7482197250e-14
9.8600000000e-06 3.4021156408e-18 3.5891510212e-16 3.7558321796e-14
9.8700000000e-06 3.4090089191e-18 3.5964338667e-16 3.7634541208e-14
9.8800000000e-06 3.4159091511e-18 3.6037240576e-16 3.7710855489e-14
9.8900000000e-06 3.4228163364e-18 3.6110216435e-16 3.7787223979e-14
9.9000000000e-06 3.4297304760e-18 3.6183265913e-16 3.7863673785e-14
9.9100000000e-06 3.4366515685e-18 3.6256389175e-16 3.7940191353e-14
9.9200000000e-06 3.4435796151e-18 3.6329586222e-16 3.8016803789e-14
9.9300000000e-06 3.4505146146e-18 3.6402857219e-16 3.8093497540e-14
9.9400000000e-06 3.4574565677e-18 3.6476201835e-16 3.8170259054e-14
9.9500000000e-06 3.4644054741e-18 3.6549620567e-16 3.8247088331e-14
9.9600000000e-06 3.4713613336e-18 3.6623112752e-16 3.8324026027e-14
9.9700000000e-06 3.4783241464e-18 3.6696678721e-16 3.8400990829e-14
9.9800000000e-06 3.4852939121e-18 3.6770318641e-16 3.8478077603e-14
9.9900000000e-06 3.4922706313e-18 3.6844032179e-16 3.8555218588e-14
1.0000000000e-05 3.4992543027e-18 3.6917819833e-16 3.8632454440e-14
1.0000000000e-05 3.4992543027e-18 3.6917819833e-16 3.8632454440e-14
1.0069316689e-05 3.5478539326e-18 3.7431318503e-16 3.9169879905e-14
1.0139113857e-05 3.5971279686e-18 3.7951958884e-16 3.9714786364e-14
1.0209394837e-05 3.6470857574e-18 3.8479840405e-16 4.0267255134e-14
1.0280162981e-05 3.6977367748e-18 3.9015063815e-16 4.0827421739e-14
1.0351421667e-05 3.7490906280e-18 3.9557731520e-16 4.1395381047e-14
1.0423174294e-05 3.8011570560e-18 4.0107946256e-16 4.1971241478e-14
1.0495424287e-05 3.8539459332e-18 4.0665813404e-16 4.2555097900e-14
1.0568175092e-05 3.9074672708e-18 4.1231439507e-16 4.3147099392e-14
1.0641430182e-05 3.9617312175e-18 4.1804932263e-16 4.3747313714e-14
1.0715193052e-05 4.0167480639e-18 4.2386401025e-16 4.4355889946e-14
1.0789467222e-05 4.0725282409e-18 4.2975957132e-16 4.4972950060e-14
1.0864256236e-05 4.1290823255e-18 4.3573712254e-16 4.5598548266e-14
1.0939563663e-05 4.1864210390e-18 4.4179781533e-16 4.6232887852e-14
1.1015393095e-05 4.2445552531e-18 4.4794279452e-16 4.6876050134e-14
1.1091748153e-05 4.3034959880e-18 4.5417323966e-16 4.7528157083e-14
1.1168632478e-05 4.3632544173e-18 4.6049033362e-16 4.8189317120e-14
1.1246049740e-05 4.4238418687e-18 4.6689528740e-16 4.8859692876e-14
1.1324003632e-05 4.4852698259e-18 4.7338932027e-16 4.9539379218e-14
1.1402497876e-05 4.5475499326e-18 4.7997366802e-16 5.0228538776e-14
1.1481536215e-05 4.6106939925e-18 4.8664958962e-16 5.0927266419e-14
1.1561122422e-05 4.6747139723e-18 4.9341835894e-16 5.1635738328e-14
1.1641260294e-05 4.7396220045e-18 5.0028126307e-16 5.2354022268e-14
1.1721953655e-05 4.8054303896e-18 5.0723961888e-16 5.3082348630e-14
1.1803206357e-05 4.8721515975e-18 5.1429474490e-16 5.3820785177e-14
1.1885022274e-05 4.9397982705e-18 5.2144799108e-16 5.4569494539e-14
1.1967405313e-05 5.0083832254e-18 5.2870072227e-16 5.5328612243e-14
1.2050359404e-05 5.0779194563e-18 5.3605432152e-16 5.6098287365e-14
1.2133888505e-05 5.1484201375e-18 5.4351019172e-16 5.6878682536e-14
1.2217996602e-05 5.2198986239e-18 5.5106975068e-16 5.7669933282e-14
1.2302687708e-05 5.2923684561e-18 5.5873444759e-16 5.8472188679e-14
1.2387965865e-05 5.3658433611e-18 5.6650573996e-16 5.9285611359e-14
1.2473835142e-05 5.4403372559e-18 5.7438511010e-16 6.0110323294e-14
1.2560299637e-05 5.5158642491e-18 5.8237406347e-16 6.0946541325e-14
1.2647363475e-05 5.5924386447e-18 5.9047412043e-16 6.1794373871e-14
1.2735030810e-05 5.6700749443e-18 5.9868682615e-16 6.2654010669e-14
1.2823305827e-05 5.7487878501e-18 6.0701374898e-16 6.3525587243e-14
1.2912192736e-05 5.8285922654e-18 6.1545647874e-16 6.4409306881e-14
1.3001695780e-05 5.9095033019e-18 6.2401662183e-16 6.5305318661e-14
1.3091819230e-05 5.9915362787e-18 6.3269581275e-16 6.6213798767e-14
1.3182567386e-05 6.0747067258e-18 6.4149570753e-16 6.7134896275e-14
1.3273944577e-05 6.1590303884e-18 6.5041798202e-16 6.8068800921e-14
1.3365955165e-05 6.2445232297e-18 6.5946434021e-16 6.9015729546e-14
1.3458603541e-05 6.3312014316e-18 6.6863650762e-16 6.9975804123e-14
1.3551894124e-05 6.4190814008e-18 6.7793622959e-16 7.0949241491e-14
1.3645831366e-05 6.5081797697e-18 6.8736528786e-16 7.1936217833e-14
1.3740419750e-05 6.5985134007e-18 6.9692547411e-16 7.2936936438e-14
